客户ID,会员年限,年龄,性别,城市等级,最近消费日期,消费频率,总消费金额,平均单次消费,折扣使用率,满意度评分,客户类型标签
CUST_001168,0.6,61.0,女,一线,2024-11-20,7,3602.67,514.67,0.47,4.0,一般客户
CUST_001169,1.9,59.0,女,一线,2024-11-30,3,1270.96,423.65,0.44,,一般客户
CUST_001170,3.6,40.0,女,二线,2024-12-24,14,7765.36,554.67,0.26,4.0,潜力客户
CUST_001171,1.3,41.0,男,一线,2024-11-20,8,3574.87,446.86,0.59,5.0,一般客户
CUST_001172,1.9,43.0,女,三线,2024-11-06,3,2574.45,858.15,0.42,5.0,一般客户
CUST_001173,3.7,27.0,女,二线,2024-12-19,11,7529.76,684.52,0.4,5.0,潜力客户
CUST_001174,1.3,59.0,男,其他,2024-11-30,6,2589.32,431.55,0.32,4.0,一般客户
CUST_001175,1.7,43.0,男,三线,2024-11-10,5,2918.85,583.77,0.31,3.0,一般客户
CUST_001176,2.2,36.0,女,二线,2024-11-02,4,1625.15,406.29,0.57,5.0,一般客户
CUST_001177,6.5,58.0,女,三线,2024-12-17,21,13048.32,621.35,0.13,4.0,高价值
CUST_001178,2.1,29.0,女,一线,2024-12-07,9,3863.95,429.33,0.26,3.0,潜力客户
CUST_001179,2.5,36.0,男,二线,2024-12-05,13,3277.89,252.15,0.32,3.0,潜力客户
CUST_001180,4.0,22.0,男,二线,2024-08-04,2,1632.64,816.32,0.51,3.0,流失风险
CUST_001181,1.7,26.0,男,二线,2024-11-25,4,3062.51,765.63,0.44,3.0,一般客户
CUST_001182,2.7,47.0,女,三线,2024-08-08,3,1901.84,633.95,0.62,4.0,流失风险
CUST_001183,1.6,31.0,男,三线,2024-12-03,4,3136.35,784.09,0.5,3.0,一般客户
CUST_001184,1.7,28.0,男,三线,2024-10-21,4,806.89,201.72,0.41,4.0,流失风险
CUST_001185,2.0,38.0,男,二线,2024-10-23,1,1931.52,1931.52,0.69,3.0,流失风险
CUST_001186,1.5,60.0,女,一线,2024-09-18,2,557.92,278.96,0.49,3.0,流失风险
CUST_001187,1.6,28.0,男,二线,2024-11-22,6,1553.1,258.85,0.35,5.0,一般客户
CUST_001188,3.0,62.0,女,三线,2024-12-24,8,3469.55,433.69,0.26,5.0,潜力客户
CUST_001189,2.1,35.0,男,一线,2024-12-17,23,7931.34,344.84,0.15,5.0,高价值
CUST_001190,3.2,54.0,女,二线,2024-12-03,9,3827.7,425.3,0.3,5.0,潜力客户
CUST_001191,1.8,32.0,男,二线,2024-10-05,2,1046.3,523.15,0.71,3.0,流失风险
CUST_001192,0.7,27.0,女,其他,2024-11-14,4,3256.37,814.09,0.5,4.0,一般客户
CUST_001193,5.3,22.0,女,一线,2024-12-25,24,14092.9,587.2,0.23,4.0,高价值
CUST_001194,2.8,40.0,男,三线,2024-11-26,3,1558.1,519.37,0.59,3.0,一般客户
CUST_001195,3.0,52.0,男,一线,2024-07-10,3,1999.45,666.48,0.71,3.0,流失风险
CUST_001196,1.6,50.0,女,三线,2024-12-11,11,6970.81,633.71,0.39,4.0,潜力客户
CUST_001197,6.3,30.0,男,三线,2024-12-17,23,5132.22,223.14,0.17,3.0,高价值
CUST_001198,2.0,43.0,男,三线,2024-12-26,9,5042.44,560.27,0.35,3.0,潜力客户
CUST_001199,2.5,23.0,女,二线,2024-08-11,3,936.91,312.3,0.71,3.0,流失风险
CUST_001200,2.9,29.0,女,三线,2024-12-22,13,7744.32,595.72,0.23,3.0,潜力客户
CUST_001201,2.1,62.0,女,其他,2024-11-27,4,3449.86,862.47,0.45,4.0,一般客户
CUST_001202,1.8,35.0,男,二线,2024-12-06,14,4816.96,344.07,0.3,3.0,潜力客户
CUST_001203,4.2,26.0,男,其他,2024-09-06,2,1102.54,551.27,0.61,4.0,流失风险
CUST_001204,3.0,26.0,男,二线,2024-07-10,3,580.44,193.48,0.55,3.0,流失风险
CUST_001205,5.6,38.0,男,三线,2024-12-25,18,17211.0,956.17,0.29,4.0,高价值
CUST_001206,1.3,38.0,女,三线,2024-08-31,4,1052.93,263.23,0.65,4.0,流失风险
CUST_001207,3.9,39.0,男,二线,2024-12-14,11,5025.51,456.86,0.22,4.0,潜力客户
CUST_001208,1.2,51.0,女,三线,2024-11-03,5,1166.45,233.29,0.55,4.0,一般客户
CUST_001209,0.8,40.0,男,二线,2024-11-06,3,2483.85,827.95,0.59,5.0,一般客户
CUST_001210,1.7,58.0,男,一线,2024-11-09,6,2235.35,372.56,0.42,4.0,一般客户
CUST_001211,3.5,31.0,男,三线,2024-10-23,3,880.87,293.62,0.61,,流失风险
CUST_001212,0.6,56.0,女,三线,2024-11-17,8,1974.47,246.81,0.53,3.0,一般客户
CUST_001213,2.8,50.0,男,其他,2024-12-07,14,4483.59,320.26,0.28,3.0,潜力客户
CUST_001214,3.9,32.0,男,三线,2024-12-18,24,8642.02,360.08,0.29,3.0,高价值
CUST_001215,4.1,49.0,男,其他,2024-09-03,3,757.28,252.43,0.49,5.0,流失风险
CUST_001216,3.0,26.0,男,二线,2024-12-17,13,7155.18,550.4,0.28,5.0,潜力客户
CUST_001217,3.2,38.0,女,一线,2024-12-09,13,3462.78,266.37,0.23,4.0,潜力客户
CUST_001218,1.1,42.0,女,二线,2024-11-11,6,3112.85,518.81,0.53,3.0,一般客户
CUST_001219,3.6,26.0,男,三线,2024-12-23,14,3215.07,229.65,0.34,3.0,潜力客户
CUST_001220,1.8,40.0,女,二线,2024-12-10,9,3258.83,362.09,0.57,4.0,一般客户
CUST_001221,3.6,39.0,男,二线,2024-12-16,14,3702.92,264.49,0.34,4.0,潜力客户
CUST_001222,4.7,53.0,女,一线,2024-08-30,3,1812.47,604.16,0.67,,流失风险
CUST_001223,6.2,25.0,男,二线,2024-12-27,18,6075.19,337.51,0.11,5.0,高价值
CUST_001224,4.5,34.0,女,三线,2024-12-30,21,5235.09,249.29,0.12,4.0,高价值
CUST_001225,3.8,62.0,男,二线,2024-09-26,4,1886.47,471.62,0.55,5.0,流失风险
CUST_001226,2.6,31.0,男,二线,2024-12-26,9,6747.23,749.69,0.37,3.0,潜力客户
CUST_001227,1.8,36.0,男,一线,2024-12-10,14,4257.99,304.14,0.34,3.0,潜力客户
CUST_001228,1.8,40.0,女,二线,2024-12-21,9,5661.74,629.08,0.38,5.0,潜力客户
CUST_001229,3.3,56.0,男,二线,2024-12-28,23,16149.49,702.15,0.11,5.0,高价值
CUST_001230,1.9,61.0,女,三线,2024-11-11,7,3714.79,530.68,0.44,4.0,一般客户
CUST_001231,2.9,26.0,女,其他,2024-12-02,5,2609.89,521.98,0.48,3.0,一般客户
CUST_001232,3.9,24.0,女,一线,2024-11-11,3,1043.27,347.76,0.44,5.0,流失风险
CUST_001233,1.6,34.0,女,二线,2024-12-07,3,1091.19,363.73,0.47,5.0,一般客户
CUST_001234,2.5,42.0,女,三线,2024-07-20,4,1934.83,483.71,0.66,4.0,流失风险
CUST_001235,4.5,63.0,女,二线,2024-08-31,2,1115.77,557.89,0.7,3.0,流失风险
CUST_001236,1.4,51.0,女,一线,2024-12-03,9,6930.5,770.06,0.22,,潜力客户
CUST_001237,2.6,41.0,女,二线,2024-11-03,5,3587.21,717.44,0.31,3.0,一般客户
CUST_001238,0.6,57.0,男,二线,2024-12-12,5,3270.65,654.13,0.59,5.0,一般客户
CUST_001239,1.9,36.0,男,三线,2024-08-07,2,1370.5,685.25,0.43,4.0,流失风险
CUST_001240,3.2,37.0,女,一线,2024-11-07,2,1910.6,955.3,0.64,4.0,流失风险
CUST_001241,2.0,43.0,女,三线,2024-08-19,4,988.75,247.19,0.61,5.0,流失风险
CUST_001242,1.6,32.0,女,二线,2024-12-23,12,6112.79,509.4,0.31,4.0,潜力客户
CUST_001243,3.0,27.0,女,一线,2024-12-12,8,3284.17,410.52,0.3,3.0,一般客户
CUST_001244,3.0,44.0,男,一线,2024-12-06,11,6551.94,595.63,0.21,3.0,潜力客户
CUST_001245,1.5,27.0,女,二线,2024-11-16,5,1196.88,239.38,0.53,3.0,一般客户
CUST_001246,2.6,22.0,男,三线,2024-08-07,1,1454.71,1454.71,0.52,3.0,流失风险
CUST_001247,2.2,26.0,女,二线,2024-11-16,5,2631.4,526.28,0.31,4.0,一般客户
CUST_001248,2.0,59.0,女,三线,2024-12-21,10,7813.78,781.38,0.27,5.0,潜力客户
CUST_001249,1.1,29.0,男,二线,2024-09-07,3,1928.68,642.89,0.55,3.0,流失风险
CUST_001250,1.0,58.0,女,二线,2024-11-17,9,2781.39,309.04,0.4,3.0,一般客户
CUST_001251,2.8,56.0,女,三线,2024-12-19,21,6706.44,319.35,0.16,5.0,高价值
CUST_001252,1.0,47.0,男,三线,2024-12-08,13,7828.96,602.23,0.38,3.0,潜力客户
CUST_001253,1.9,44.0,男,二线,2024-11-25,7,1953.82,279.12,0.52,5.0,一般客户
CUST_001254,1.3,61.0,男,一线,2024-12-05,8,4738.33,592.29,0.21,3.0,潜力客户
CUST_001255,2.2,48.0,女,三线,2024-08-22,4,1605.03,401.26,0.42,4.0,流失风险
CUST_001256,2.7,58.0,男,三线,2024-11-20,3,3316.46,1105.49,0.3,4.0,一般客户
CUST_001257,7.0,50.0,女,二线,2024-12-30,28,6025.21,215.19,0.15,4.0,高价值
CUST_001258,2.4,31.0,男,二线,2024-11-13,5,2770.94,554.19,0.58,5.0,一般客户
CUST_001259,1.4,58.0,男,一线,2024-12-26,10,7731.54,773.15,0.24,3.0,潜力客户
CUST_001260,0.8,,女,三线,2024-12-09,6,1400.17,233.36,0.58,4.0,一般客户
CUST_001261,3.9,22.0,男,其他,2024-10-26,3,866.14,288.71,0.57,5.0,流失风险
CUST_001262,3.8,56.0,男,一线,2024-12-17,12,5165.37,430.45,0.29,3.0,潜力客户
CUST_001263,2.2,45.0,男,二线,2024-11-30,4,2815.21,703.8,0.38,4.0,一般客户
CUST_001264,2.2,43.0,女,一线,2024-09-12,3,1420.84,473.61,0.8,4.0,流失风险
CUST_001265,2.3,48.0,女,二线,2024-12-14,8,7852.76,981.6,0.37,3.0,潜力客户
CUST_001266,0.8,45.0,女,三线,2024-12-10,3,2195.92,731.97,0.43,3.0,一般客户
CUST_001267,1.2,42.0,男,其他,2024-12-08,5,2783.65,556.73,0.38,4.0,一般客户
CUST_001268,3.7,58.0,男,二线,2024-07-21,4,650.32,162.58,0.4,5.0,流失风险
CUST_001269,7.3,41.0,女,一线,2024-12-30,23,14522.54,631.41,0.19,3.0,高价值
CUST_001270,2.7,28.0,男,一线,2024-12-20,10,6165.34,616.53,0.34,5.0,潜力客户
CUST_001271,2.3,41.0,男,二线,2024-12-04,14,5611.92,400.85,0.33,4.0,潜力客户
CUST_001272,4.4,52.0,男,一线,2024-12-24,26,9788.85,376.49,0.16,5.0,高价值
CUST_001273,1.6,36.0,男,一线,2024-12-11,10,3292.95,329.3,0.4,4.0,潜力客户
CUST_001274,3.4,32.0,男,其他,2024-08-07,1,1743.35,1743.35,0.56,4.0,流失风险
CUST_001275,3.8,42.0,女,二线,2024-12-14,11,5412.69,492.06,0.26,4.0,潜力客户
CUST_001276,8.0,64.0,男,二线,2024-12-30,16,9061.01,566.31,0.16,5.0,高价值
CUST_001277,2.0,64.0,男,其他,2024-12-13,13,3801.97,292.46,0.27,3.0,潜力客户
CUST_001278,3.4,58.0,女,三线,2024-12-13,11,4890.76,444.61,0.36,3.0,潜力客户
CUST_001279,3.3,36.0,女,一线,2024-12-25,9,5851.93,650.21,0.22,3.0,潜力客户
CUST_001280,3.3,60.0,女,三线,2024-12-18,16,10251.57,640.72,0.17,5.0,高价值
CUST_001281,4.7,37.0,男,一线,2024-12-21,24,12219.14,509.13,0.18,5.0,高价值
CUST_001282,2.2,36.0,男,二线,2024-11-08,3,3436.72,1145.57,0.48,4.0,一般客户
CUST_001283,1.4,27.0,女,二线,2024-12-06,8,4686.96,585.87,0.22,3.0,潜力客户
CUST_001284,1.2,40.0,男,三线,2024-12-02,9,3263.13,362.57,0.43,3.0,一般客户
CUST_001285,1.1,52.0,女,二线,2024-12-03,5,1326.91,265.38,0.57,3.0,一般客户
CUST_001286,2.4,29.0,男,三线,2024-12-23,10,6393.57,639.36,0.38,5.0,潜力客户
CUST_001287,1.8,61.0,男,一线,2024-12-17,8,6503.52,812.94,0.38,4.0,潜力客户
CUST_001288,1.5,56.0,女,一线,2024-09-05,1,1906.63,1906.63,0.44,3.0,流失风险
CUST_001289,2.3,53.0,男,二线,2024-08-10,2,1678.67,839.34,0.41,3.0,流失风险
CUST_001290,4.8,54.0,男,二线,2024-12-21,21,13594.9,647.38,0.16,5.0,高价值
CUST_001291,2.5,59.0,女,三线,2024-09-03,2,979.47,489.74,0.65,3.0,流失风险
CUST_001292,4.5,60.0,男,二线,2024-10-08,4,1828.29,457.07,0.41,3.0,流失风险
CUST_001293,1.3,25.0,男,一线,2024-09-04,3,1370.63,456.88,0.47,3.0,流失风险
CUST_001294,1.8,62.0,男,一线,2024-11-06,9,2142.09,238.01,0.57,3.0,一般客户
CUST_001295,0.6,48.0,男,其他,2024-11-30,5,1231.1,246.22,0.57,3.0,一般客户
CUST_001296,2.6,23.0,女,一线,2024-12-04,10,6084.42,608.44,0.24,4.0,潜力客户
CUST_001297,3.2,47.0,男,二线,2024-12-02,13,3293.98,253.38,0.27,5.0,潜力客户
CUST_001298,4.7,51.0,女,二线,2024-08-06,1,1196.4,1196.4,0.76,5.0,流失风险
CUST_001299,1.5,44.0,男,一线,2024-11-24,9,1998.31,222.03,0.48,3.0,一般客户
CUST_001300,1.5,55.0,男,三线,2024-11-13,5,1618.44,323.69,0.32,3.0,一般客户
CUST_001301,3.3,48.0,女,一线,2024-09-11,4,1358.22,339.56,0.56,3.0,流失风险
CUST_001302,1.7,25.0,男,其他,2024-11-27,9,1920.32,213.37,0.43,5.0,一般客户
CUST_001303,5.0,42.0,男,一线,2024-09-29,1,965.75,965.75,0.42,3.0,流失风险
CUST_001304,6.4,28.0,女,其他,2024-12-27,26,17869.93,687.3,0.14,4.0,高价值
CUST_001305,2.4,64.0,男,二线,2024-12-29,23,12759.3,554.75,0.26,5.0,高价值
CUST_001306,1.0,55.0,男,其他,2024-12-12,11,3110.8,282.8,0.22,3.0,潜力客户
CUST_001307,3.3,41.0,女,三线,2024-12-26,24,10761.72,448.41,0.16,3.0,高价值
CUST_001308,1.1,38.0,女,三线,2024-11-27,6,2979.24,496.54,0.43,4.0,一般客户
CUST_001309,2.2,38.0,男,二线,2024-11-15,9,1203.78,133.75,0.6,3.0,一般客户
CUST_001310,3.9,57.0,女,其他,2024-11-13,2,672.18,336.09,0.42,3.0,流失风险
CUST_001311,3.3,57.0,男,二线,2024-11-09,3,1273.32,424.44,0.49,4.0,流失风险
CUST_001312,2.4,60.0,女,一线,2024-08-24,1,935.72,935.72,0.77,5.0,流失风险
CUST_001313,2.3,26.0,女,一线,2024-11-29,8,3517.27,439.66,0.56,3.0,一般客户
CUST_001314,5.2,,男,其他,2024-12-30,20,11396.61,569.83,0.17,,高价值
CUST_001315,4.8,39.0,男,二线,2024-07-12,4,1297.84,324.46,0.76,3.0,流失风险
CUST_001316,1.1,34.0,女,其他,2024-07-20,1,1865.92,1865.92,0.72,4.0,流失风险
CUST_001317,3.9,58.0,男,一线,2024-10-19,2,1552.24,776.12,0.58,3.0,流失风险
CUST_001318,1.4,62.0,男,一线,2024-12-26,14,4374.85,312.49,0.22,3.0,潜力客户
CUST_001319,1.2,55.0,女,二线,2024-11-24,3,1731.52,577.17,0.47,4.0,一般客户
CUST_001320,4.8,64.0,女,一线,2024-12-22,15,8612.05,574.14,0.2,3.0,高价值
CUST_001321,3.8,33.0,女,一线,2024-11-04,1,1126.18,1126.18,0.7,3.0,流失风险
CUST_001322,2.7,39.0,女,其他,2024-11-18,7,3165.59,452.23,0.48,5.0,一般客户
CUST_001323,1.7,25.0,男,三线,2024-12-25,13,7115.14,547.32,0.22,4.0,潜力客户
CUST_001324,3.1,45.0,男,二线,2024-12-12,14,4193.57,299.54,0.31,,潜力客户
CUST_001325,2.9,53.0,男,二线,2024-10-06,1,640.15,640.15,0.44,5.0,流失风险
CUST_001326,2.6,39.0,女,一线,2024-12-18,10,4362.23,436.22,0.34,3.0,潜力客户
CUST_001327,1.4,52.0,女,其他,2024-11-14,4,993.87,248.47,0.68,5.0,流失风险
CUST_001328,2.4,45.0,男,三线,2024-12-23,10,5740.6,574.06,0.38,3.0,潜力客户
CUST_001329,2.3,30.0,女,二线,2024-12-02,11,7207.69,655.24,0.28,3.0,潜力客户
CUST_001330,2.6,49.0,女,三线,2024-12-23,29,12982.36,447.67,0.18,4.0,高价值
CUST_001331,7.0,28.0,男,其他,2024-12-24,19,15272.06,803.79,0.24,4.0,高价值
CUST_001332,2.0,24.0,男,一线,2024-07-22,4,620.05,155.01,0.71,5.0,流失风险
CUST_001333,2.8,47.0,女,一线,2024-11-16,5,1345.87,269.17,0.55,4.0,一般客户
CUST_001334,2.4,39.0,女,三线,2024-12-20,27,7618.19,282.16,0.18,4.0,高价值
CUST_001335,1.4,52.0,女,一线,2024-12-03,6,1078.77,179.8,0.51,5.0,一般客户
CUST_001336,3.6,23.0,男,三线,2024-12-21,10,4191.31,419.13,0.31,4.0,潜力客户
CUST_001337,2.6,31.0,男,二线,2024-07-09,2,643.3,321.65,0.79,3.0,流失风险
CUST_001338,1.8,54.0,男,一线,2024-12-07,6,3248.58,541.43,0.54,4.0,一般客户
CUST_001339,1.6,64.0,男,其他,2024-12-24,9,3626.91,402.99,0.21,5.0,潜力客户
CUST_001340,1.4,56.0,女,三线,2024-12-09,12,5075.39,422.95,0.39,4.0,潜力客户
CUST_001341,2.1,45.0,男,二线,2024-12-04,8,2742.74,342.84,0.32,4.0,一般客户
CUST_001342,1.2,63.0,女,三线,2024-12-07,7,2647.75,378.25,0.37,3.0,一般客户
CUST_001343,3.0,39.0,女,三线,2024-12-17,8,6713.65,839.21,0.28,3.0,潜力客户
CUST_001344,2.7,41.0,女,其他,2024-10-12,2,945.62,472.81,0.47,4.0,流失风险
CUST_001345,4.2,32.0,男,二线,2024-10-03,2,1209.55,604.78,0.72,5.0,流失风险
CUST_001346,4.0,55.0,女,二线,2024-12-24,11,4346.78,395.16,0.33,3.0,潜力客户
CUST_001347,1.1,55.0,女,三线,2024-10-10,3,844.64,281.55,0.72,5.0,流失风险
CUST_001348,2.1,29.0,男,二线,2024-11-26,7,2421.35,345.91,0.31,4.0,一般客户
CUST_001349,2.0,36.0,男,三线,2024-12-10,9,3020.17,335.57,0.39,5.0,一般客户
CUST_001350,1.1,34.0,男,一线,2024-11-14,9,2641.71,293.52,0.4,4.0,一般客户
CUST_001351,2.0,62.0,女,三线,2024-12-09,13,3375.79,259.68,0.32,3.0,潜力客户
CUST_001352,2.7,58.0,男,三线,2024-12-16,9,1833.77,203.75,0.46,4.0,一般客户
CUST_001353,1.0,43.0,女,二线,2024-11-06,9,3718.34,413.15,0.38,4.0,一般客户
CUST_001354,2.3,50.0,女,其他,2024-07-12,1,1519.26,1519.26,0.72,5.0,流失风险
CUST_001355,1.9,51.0,女,二线,2024-07-10,3,1027.74,342.58,0.65,5.0,流失风险
CUST_001356,1.3,27.0,男,二线,2024-11-21,3,2649.73,883.24,0.35,5.0,一般客户
CUST_001357,1.9,33.0,男,一线,2024-12-09,6,1247.06,207.84,0.38,3.0,一般客户
CUST_001358,5.7,23.0,女,一线,2024-12-20,26,14077.13,541.43,0.21,3.0,高价值
CUST_001359,1.5,60.0,男,其他,2024-10-23,1,635.88,635.88,0.41,4.0,流失风险
CUST_001360,4.2,51.0,女,其他,2024-08-06,1,1302.61,1302.61,0.64,3.0,流失风险
CUST_001361,4.1,22.0,男,三线,2024-09-04,3,649.64,216.55,0.55,4.0,流失风险
CUST_001362,2.9,27.0,男,三线,2024-11-21,4,3513.27,878.32,0.31,4.0,一般客户
CUST_001363,2.3,49.0,男,三线,2024-11-24,5,1647.96,329.59,0.49,5.0,一般客户
CUST_001364,2.3,53.0,男,二线,2024-12-05,13,3057.16,235.17,0.28,5.0,潜力客户
CUST_001365,1.5,51.0,男,三线,2024-11-29,5,1287.01,257.4,0.58,5.0,一般客户
CUST_001366,3.0,43.0,女,二线,2024-12-07,8,5114.35,639.29,0.2,3.0,潜力客户
CUST_001367,1.0,36.0,女,其他,2024-12-02,7,2258.96,322.71,0.3,5.0,一般客户
CUST_001368,6.7,39.0,女,一线,2024-12-24,22,16851.11,765.96,0.12,3.0,高价值
CUST_001369,6.1,60.0,女,一线,2024-12-25,26,7673.52,295.14,0.27,5.0,高价值
CUST_001370,3.6,54.0,男,三线,2024-12-04,10,7726.83,772.68,0.21,3.0,潜力客户
CUST_001371,1.8,28.0,男,二线,2024-12-04,10,7274.63,727.46,0.27,4.0,潜力客户
CUST_001372,2.3,36.0,男,三线,2024-09-03,1,878.01,878.01,0.43,4.0,流失风险
CUST_001373,2.5,37.0,女,其他,2024-10-27,1,1094.91,1094.91,0.51,5.0,流失风险
CUST_001374,1.9,27.0,女,二线,2024-11-26,9,1938.84,215.43,0.45,3.0,一般客户
CUST_001375,3.2,46.0,女,一线,2024-08-09,4,1522.81,380.7,0.78,3.0,流失风险
CUST_001376,1.2,38.0,男,二线,2024-11-07,3,1011.15,337.05,0.46,3.0,一般客户
CUST_001377,1.5,40.0,女,一线,2024-10-06,1,1528.21,1528.21,0.45,5.0,流失风险
CUST_001378,6.3,50.0,男,一线,2024-12-28,25,17797.28,711.89,0.24,4.0,高价值
CUST_001379,2.0,32.0,女,一线,2024-11-14,4,2376.3,594.08,0.38,3.0,一般客户
CUST_001380,1.4,61.0,男,一线,2024-11-22,9,1954.89,217.21,0.41,5.0,一般客户
CUST_001381,0.8,22.0,女,一线,2024-11-24,7,1695.91,242.27,0.3,4.0,一般客户
CUST_001382,1.9,41.0,男,一线,2024-11-11,9,2403.75,267.08,0.54,4.0,一般客户
CUST_001383,4.2,56.0,男,一线,2024-08-16,3,1889.9,629.97,0.66,3.0,流失风险
CUST_001384,6.2,50.0,女,三线,2024-12-27,26,14081.01,541.58,0.24,4.0,高价值
CUST_001385,0.7,43.0,男,一线,2024-12-02,8,1816.25,227.03,0.55,4.0,一般客户
CUST_001386,7.0,23.0,女,一线,2024-12-17,21,12601.75,600.08,0.22,4.0,高价值
CUST_001387,5.9,64.0,女,一线,2024-12-24,18,19882.58,1104.59,0.21,3.0,高价值
CUST_001388,1.7,63.0,男,其他,2024-12-01,9,1674.52,186.06,0.38,3.0,一般客户
CUST_001389,1.7,25.0,女,二线,2024-11-08,5,2297.93,459.59,0.6,4.0,一般客户
CUST_001390,4.3,42.0,女,一线,2024-08-09,3,1873.25,624.42,0.79,3.0,流失风险
CUST_001391,0.9,61.0,女,二线,2024-12-07,5,1940.22,388.04,0.47,3.0,一般客户
CUST_001392,3.3,58.0,女,二线,2024-12-26,20,19187.67,959.38,0.15,4.0,高价值
CUST_001393,5.2,41.0,女,二线,2024-12-24,22,11265.53,512.07,0.12,5.0,高价值
CUST_001394,2.4,22.0,女,二线,2024-12-06,5,2758.05,551.61,0.37,5.0,一般客户
CUST_001395,0.8,29.0,男,一线,2024-12-12,3,2744.52,914.84,0.59,4.0,一般客户
CUST_001396,2.2,58.0,男,二线,2024-12-14,12,5708.21,475.68,0.22,5.0,潜力客户
CUST_001397,4.1,64.0,男,二线,2024-08-13,1,812.79,812.79,0.78,3.0,流失风险
CUST_001398,3.7,37.0,女,二线,2024-12-29,24,12428.23,517.84,0.19,4.0,高价值
CUST_001399,2.6,38.0,女,其他,2024-11-09,6,2165.28,360.88,0.44,5.0,一般客户
CUST_001400,1.8,50.0,男,三线,2024-12-24,13,4305.33,331.18,0.38,4.0,潜力客户
CUST_001401,2.7,30.0,男,二线,2024-11-08,4,1584.46,396.11,0.44,3.0,流失风险
CUST_001402,1.8,58.0,男,三线,2024-12-17,10,5813.98,581.4,0.22,5.0,潜力客户
CUST_001403,2.2,35.0,男,二线,2024-11-06,3,2212.09,737.36,0.53,3.0,一般客户
CUST_001404,1.5,54.0,女,三线,2024-12-19,9,4973.02,552.56,0.26,,潜力客户
CUST_001405,2.1,29.0,男,二线,2024-11-07,3,1690.65,563.55,0.64,5.0,流失风险
CUST_001406,4.9,55.0,男,二线,2024-12-20,15,7389.61,492.64,0.14,3.0,高价值
CUST_001407,3.3,56.0,女,二线,2024-12-15,10,4471.74,447.17,0.35,3.0,潜力客户
CUST_001408,0.9,43.0,女,二线,2024-12-13,8,2918.85,364.86,0.5,5.0,一般客户
CUST_001409,2.6,40.0,男,二线,2024-12-08,9,1452.38,161.38,0.58,5.0,一般客户
CUST_001410,1.0,49.0,男,一线,2024-11-29,5,3631.08,726.22,0.54,3.0,一般客户
CUST_001411,0.8,36.0,男,三线,2024-11-16,7,1366.26,195.18,0.32,4.0,一般客户
CUST_001412,3.8,38.0,女,二线,2024-12-15,8,6491.16,811.4,0.36,3.0,潜力客户
CUST_001413,3.8,36.0,女,其他,2024-12-04,9,7818.88,868.76,0.31,4.0,潜力客户
CUST_001414,1.0,63.0,男,一线,2024-12-11,8,2463.84,307.98,0.57,3.0,一般客户
CUST_001415,6.8,57.0,女,二线,2024-12-22,29,17441.2,601.42,0.25,5.0,高价值
CUST_001416,2.9,53.0,女,二线,2024-12-19,8,3753.68,469.21,0.28,4.0,潜力客户
CUST_001417,3.3,43.0,男,二线,2024-07-13,2,1734.47,867.24,0.65,4.0,流失风险
CUST_001418,2.4,42.0,男,二线,2024-12-22,13,6811.59,523.97,0.34,4.0,潜力客户
CUST_001419,2.8,27.0,女,一线,2024-09-27,3,1976.03,658.68,0.54,4.0,流失风险
CUST_001420,1.2,24.0,男,二线,2024-12-04,5,3249.97,649.99,0.41,4.0,一般客户
CUST_001421,1.3,59.0,女,三线,2024-11-24,5,1711.23,342.25,0.44,3.0,一般客户
CUST_001422,3.4,27.0,男,一线,2024-12-22,10,3505.76,350.58,0.39,4.0,潜力客户
CUST_001423,3.2,,女,一线,2024-12-27,26,18998.88,730.73,0.25,5.0,高价值
CUST_001424,5.3,35.0,男,一线,2024-12-18,29,11359.06,391.69,0.14,4.0,高价值
CUST_001425,1.6,22.0,男,二线,2024-11-02,3,1182.52,394.17,0.58,4.0,流失风险
CUST_001426,1.4,59.0,女,三线,2024-12-10,6,1379.98,230.0,0.4,4.0,一般客户
CUST_001427,2.6,61.0,女,二线,2024-12-05,12,7799.22,649.93,0.28,4.0,潜力客户
CUST_001428,0.7,54.0,男,其他,2024-11-16,9,2276.52,252.95,0.47,4.0,一般客户
CUST_001429,1.0,55.0,女,三线,2024-12-05,3,2639.54,879.85,0.53,5.0,一般客户
CUST_001430,7.7,64.0,女,二线,2024-12-21,23,9662.69,420.12,0.26,5.0,高价值
CUST_001431,1.3,36.0,男,一线,2024-12-16,6,2185.68,364.28,0.4,5.0,一般客户
CUST_001432,4.3,43.0,男,二线,2024-07-07,1,1361.65,1361.65,0.71,3.0,流失风险
CUST_001433,2.6,64.0,男,二线,2024-12-08,8,1731.8,216.47,0.41,5.0,一般客户
CUST_001434,2.3,40.0,男,一线,2024-12-13,12,7697.4,641.45,0.27,3.0,潜力客户
CUST_001435,2.1,26.0,男,一线,2024-11-16,6,2015.44,335.91,0.52,3.0,一般客户
CUST_001436,3.3,62.0,女,三线,2024-12-12,11,3091.74,281.07,0.25,4.0,潜力客户
CUST_001437,1.4,28.0,女,其他,2024-12-14,11,3156.61,286.96,0.26,5.0,潜力客户
CUST_001438,1.1,39.0,女,一线,2024-12-18,14,3017.52,215.54,0.36,4.0,潜力客户
CUST_001439,0.8,49.0,女,三线,2024-11-08,9,3836.66,426.3,0.56,3.0,一般客户
CUST_001440,2.8,44.0,男,其他,2024-12-13,5,1879.8,375.96,0.35,3.0,一般客户
